date,groundwater_level,rainfall_mm,temperature_c
2024-01-17,68.04,0.32,11.58
2024-01-18,68.09,0.19,13.99
2024-01-19,68.13,0.01,13.89
2024-01-20,68.22,11.41,12.53
2024-01-21,68.32,3.65,12.98
2024-01-22,68.4,44.87,13.57
2024-01-23,68.53,3.26,12.84
2024-01-24,68.76,0.22,12.24
2024-01-25,68.92,0.79,11.96
2024-01-26,69.07,0.0,13.21
2024-01-27,69.19,0.0,14.25
2024-01-28,69.27,0.0,15.88
2024-01-29,69.38,0.0,16.13
2024-01-30,69.46,0.01,16.17
2024-01-31,69.52,0.02,12.92
2024-02-01,69.65,17.26,12.0
2024-02-02,69.77,4.03,11.36
2024-02-03,69.99,0.2,10.81
2024-02-04,70.05,0.16,11.41
2024-02-05,70.05,20.0,12.23
2024-02-06,69.92,18.71,10.29
2024-02-07,69.93,14.23,10.32
2024-02-08,69.98,8.69,9.93
2024-02-09,70.0,3.28,9.75
2024-02-10,69.95,0.11,10.55
2024-02-11,70.0,0.0,10.59
2024-02-12,69.94,0.0,10.44
2024-02-13,69.93,0.0,10.83
2024-02-14,69.94,0.01,11.2
2024-02-15,69.92,0.08,11.92
2024-02-16,69.9,0.09,12.86
2024-02-17,69.86,0.09,11.99
2024-02-18,69.83,0.05,12.95
2024-02-19,69.81,0.25,12.41
2024-02-20,69.78,6.04,13.0
2024-02-21,69.7,9.28,12.38
2024-02-22,69.71,0.29,13.45
2024-02-23,69.61,0.0,15.83
2024-02-24,69.58,0.0,15.81
2024-02-25,69.55,0.01,14.04
2024-02-26,69.48,0.01,12.06
2024-02-27,69.43,0.06,13.06
2024-02-28,69.42,0.07,13.9
2024-02-29,69.4,0.13,12.47
2024-03-01,69.35,0.17,12.3
2024-03-02,69.3,5.99,12.84
2024-03-03,69.28,3.45,11.89
2024-03-04,69.24,0.49,11.59
2024-03-05,69.19,0.02,12.04
2024-03-06,69.06,7.79,12.5
2024-03-07,68.98,4.81,11.74
2024-03-08,69.05,0.1,13.35
2024-03-09,69.0,0.01,14.01
2024-03-10,68.95,0.0,13.57
2024-03-11,68.92,0.03,12.06
2024-03-12,68.87,0.15,12.38
2024-03-13,68.77,0.19,13.48
2024-03-14,68.7,0.3,12.62
2024-03-15,68.7,2.52,10.75
2024-03-16,68.74,0.65,12.2
2024-03-17,68.74,0.08,13.1
2024-03-18,68.69,1.72,15.14
2024-03-19,68.65,0.05,15.42
2024-03-20,68.61,0.12,14.74
2024-03-21,68.6,0.08,14.67
2024-03-22,68.52,0.03,14.3
2024-03-23,68.41,4.63,12.41
2024-03-24,68.33,10.85,10.96
2024-03-25,68.35,0.15,12.0
2024-03-26,68.32,0.13,11.72
2024-03-28,68.13,0.08,12.81
2024-03-29,68.12,0.05,11.83
2024-03-30,68.04,21.6,11.07
2024-03-31,68.04,5.91,11.47
2024-04-01,68.04,1.49,12.46
2024-04-02,68.15,0.01,15.13
2024-04-03,68.1,0.01,16.24
2024-04-04,68.03,1.19,11.71
2024-04-05,68.02,5.98,9.58
2024-04-06,68.08,0.14,11.1
2024-04-07,67.98,0.0,11.45
2024-04-08,67.95,0.0,12.59
2024-04-09,67.96,0.0,16.04
2024-04-10,67.93,0.0,18.39
2024-04-11,67.9,0.01,18.17
2024-04-12,67.92,0.19,12.83
2024-04-13,68.06,2.13,13.13
2024-04-14,68.15,0.49,11.75
2024-04-15,68.17,0.26,13.21
2024-04-16,68.14,0.0,16.99
2024-04-17,68.12,0.0,17.85
2024-04-18,68.09,0.01,14.72
2024-04-19,68.06,0.03,13.48
2024-04-20,68.06,0.01,14.2
2024-04-21,68.01,0.0,17.42
2024-04-22,67.97,0.01,14.29
2024-04-23,67.98,0.03,13.52
2024-04-24,67.98,0.02,13.66
2024-04-25,67.95,0.16,13.49
2024-04-26,67.9,0.23,13.17
2024-04-27,67.91,0.06,13.79
2024-04-28,67.89,0.0,15.46
2024-04-29,67.84,0.0,16.29
2024-04-30,67.82,0.05,15.73
2024-05-01,67.81,0.09,14.83
2024-05-02,67.81,0.08,15.19
2024-05-03,67.79,0.06,14.86
2024-05-04,67.71,0.18,13.95
2024-05-05,67.5,1.72,12.74
2024-05-06,67.16,0.04,14.97
2024-05-07,66.79,0.0,14.76
2024-05-08,66.5,0.01,15.08
2024-05-09,66.51,0.0,15.84
2024-05-10,66.54,0.01,16.28
2024-05-11,66.75,0.0,16.48
2024-05-12,67.13,0.0,16.96
2024-05-13,67.61,0.0,15.75
2024-05-14,68.1,0.0,14.17
2024-05-15,68.62,0.01,13.93
2024-05-16,69.16,0.02,14.72
2024-05-17,69.69,0.02,15.32
2024-05-22,70.08,0.01,14.14
2024-05-23,69.73,0.03,13.99
2024-05-24,69.39,0.01,14.32
2024-05-25,69.14,0.02,14.09
2024-05-26,69.11,0.01,14.46
2024-05-27,69.12,0.0,15.32
2024-05-28,69.35,0.08,14.73
2024-05-29,69.76,0.0,15.7
2024-05-30,70.23,0.0,15.95
2024-05-31,70.78,0.0,15.6
2024-06-01,71.37,0.0,14.52
2024-06-02,71.98,0.51,14.48
2024-06-03,72.55,0.01,16.08
2024-06-04,73.07,0.01,18.93
2024-06-05,73.56,0.0,19.54
2024-06-06,73.96,0.0,18.01
2024-06-07,74.21,0.01,17.1
2024-06-08,74.38,0.01,16.18
2024-06-09,74.58,0.01,15.29
2024-06-10,74.83,0.02,17.23
2024-06-11,75.11,0.02,18.65
2024-06-12,75.45,0.01,17.73
2024-06-13,75.81,0.01,17.82
2024-06-14,76.19,0.01,19.6
2024-06-15,76.44,0.0,22.22
2024-06-16,76.56,0.0,17.16
2024-06-17,76.5,0.0,16.19
2024-06-18,76.4,0.0,17.46
2024-06-19,76.26,0.01,17.32
2024-06-20,76.06,0.04,18.23
2024-06-21,75.86,0.0,21.03
2024-06-22,75.66,0.02,24.37
2024-06-23,75.47,0.01,25.39
2024-06-24,75.24,0.0,24.35
2024-06-25,75.03,0.0,22.31
2024-06-26,74.78,0.0,21.31
2024-06-27,74.52,0.0,21.23
2024-06-28,74.35,0.0,20.37
2024-06-29,74.15,0.0,21.57
2024-06-30,73.83,0.0,24.34
2024-07-01,73.33,0.01,22.65
2024-07-02,72.72,0.0,22.5
2024-07-03,72.1,0.0,25.08
2024-07-04,71.39,0.0,23.88
2024-07-05,70.62,0.0,26.61
2024-07-06,69.91,0.01,25.29
2024-07-07,69.19,0.0,22.54
2024-07-08,68.46,0.0,22.35
2024-07-09,67.77,0.01,25.42
2024-07-10,67.13,0.02,26.49
2024-07-11,66.62,0.04,25.05
2024-07-12,66.17,0.02,23.66
2024-07-13,65.74,0.04,22.6
2024-07-14,65.27,1.4,23.16
2024-07-15,64.74,0.12,23.08
2024-07-16,64.23,0.01,21.58
2024-07-17,63.87,0.01,22.88
2024-07-18,63.68,0.27,23.81
2024-07-19,63.54,0.0,25.91
2024-07-20,63.52,0.0,26.94
2024-07-21,63.58,0.02,25.24
2024-07-22,63.7,0.03,25.45
2024-07-23,63.89,0.04,25.7
2024-07-24,64.17,0.29,26.63
2024-07-25,64.46,0.21,27.75
2024-07-26,64.7,0.0,26.52
2024-07-27,64.95,0.0,23.2
2024-07-28,65.18,0.0,22.04
2024-07-29,65.01,0.0,22.57
2024-07-30,64.67,0.0,22.21
2024-07-31,64.28,0.0,23.69
2024-08-01,63.91,1.02,24.45
2024-08-02,63.57,0.03,25.96
2024-08-03,63.37,0.01,27.39
2024-08-04,63.36,0.03,27.7
2024-08-05,63.42,0.08,28.72
2024-08-06,63.55,0.03,26.41
2024-08-07,63.76,0.1,24.78
2024-08-08,63.97,0.01,24.02
2024-08-09,64.2,0.01,25.09
2024-08-10,64.45,0.04,25.64
2024-08-11,64.71,2.34,25.79
2024-08-12,64.98,0.0,25.45
2024-08-13,65.2,0.0,24.37
2024-08-14,65.3,0.0,24.08
2024-08-15,65.08,0.0,23.7
2024-08-16,64.76,0.0,23.11
2024-08-17,64.37,0.0,21.51
2024-08-18,63.94,0.0,22.16
2024-08-19,63.44,0.0,24.63
2024-08-20,62.96,0.22,27.21
2024-08-21,62.5,0.12,25.08
2024-08-22,62.22,0.1,21.99
2024-08-23,62.16,0.09,19.55
2024-08-24,62.18,0.0,19.02
2024-08-25,62.26,0.0,20.64
2024-08-26,62.17,0.0,21.79
2024-08-27,61.99,0.0,21.41
2024-08-28,61.9,0.0,19.99
2024-08-29,61.84,0.0,19.94
2024-08-30,61.69,0.0,20.76
2024-08-31,61.48,0.0,22.77
2024-09-01,61.43,0.0,24.07
2024-09-02,61.51,0.0,24.6
2024-09-03,61.63,0.0,26.29
2024-09-04,61.86,0.0,28.5
2024-09-05,62.14,0.0,30.79
2024-09-06,62.37,0.0,30.6
2024-09-07,62.56,0.26,30.08
2024-09-08,62.77,0.01,31.65
2024-09-09,63.09,0.0,30.03
2024-09-10,63.42,0.0,27.17
2024-09-11,63.74,0.0,20.27
2024-09-12,64.03,0.0,18.11
2024-09-13,64.35,0.0,18.91
2024-09-14,64.68,0.0,18.95
2024-09-15,64.99,0.0,17.8
2024-09-16,65.27,0.0,17.18
2024-09-17,65.55,0.02,17.05
2024-09-18,65.74,0.07,17.06
2024-09-19,65.85,0.1,17.57
2024-09-20,65.91,0.2,17.56
2024-09-21,66.03,0.1,19.35
2024-09-22,66.19,0.01,21.62
2024-09-23,66.35,0.03,22.99
2024-09-24,66.52,0.0,22.28
2024-09-25,66.71,0.0,19.74
2024-09-26,66.89,0.0,19.56
2024-09-27,67.08,0.0,20.48
2024-09-28,67.26,0.0,20.71
2024-09-29,67.46,0.0,21.5
2024-09-30,67.61,0.0,23.41
2024-10-01,67.77,0.0,25.33
2024-10-02,67.68,0.0,25.84
2024-10-03,67.43,0.01,24.88
2024-10-04,67.18,0.01,24.02
2024-10-05,66.97,0.01,25.93
2024-10-06,66.81,0.0,25.96
2024-10-07,66.69,0.0,25.95
2024-10-08,66.61,0.0,24.76
2024-10-09,66.59,0.0,22.03
2024-10-10,66.58,0.0,22.08
2024-10-11,66.61,0.0,23.34
2024-10-12,66.72,0.01,21.27
2024-10-13,66.86,0.0,17.39
2024-10-14,66.99,0.0,16.09
2024-10-15,67.06,0.0,17.17
2024-10-16,67.08,0.0,16.04
2024-10-17,67.07,0.0,16.26
2024-10-18,67.11,0.0,16.97
2024-10-19,67.25,0.0,19.02
2024-10-20,67.45,0.0,20.94
2024-10-21,67.75,0.0,21.5
2024-10-22,68.07,0.01,22.7
2024-10-23,68.45,0.02,22.53
2024-10-24,68.86,0.0,20.87
2024-10-25,69.28,0.0,20.99
2024-10-26,69.75,0.0,22.1
2024-10-27,70.16,0.02,20.17
2024-10-28,70.56,0.07,16.46
2024-10-29,70.93,0.09,14.24
2024-10-30,71.34,0.0,16.27
2024-10-31,71.73,0.0,15.42
2024-11-01,72.04,0.04,14.78
2024-11-02,72.36,1.38,14.46
2024-11-03,72.71,0.36,14.86
2024-11-04,73.06,0.0,16.05
2024-11-05,73.41,0.0,16.57
2024-11-06,73.64,0.0,15.28
2024-11-07,74.04,0.0,14.59
2024-11-08,74.47,0.0,15.22
2024-11-09,74.81,0.0,16.57
2024-11-10,75.21,0.0,17.0
2024-11-11,75.68,0.01,15.13
2024-11-12,76.1,0.01,15.38
2024-11-13,76.5,0.0,16.94
2024-11-14,76.82,0.08,15.65
2024-11-15,77.06,1.34,11.77
2024-11-16,77.21,0.88,11.22
2024-11-17,77.33,0.21,11.43
2024-11-18,77.36,0.0,12.1
2024-11-19,77.34,0.0,13.56
2024-11-20,77.33,0.0,14.55
2024-11-21,77.2,0.0,17.18
2024-11-22,77.07,0.0,15.24
2024-11-23,76.94,0.35,13.04
2024-11-24,76.85,0.38,13.61
2024-11-25,76.72,0.0,16.27
2024-11-26,76.56,0.06,15.88
2024-11-27,76.4,0.17,15.03
2024-11-28,76.26,0.05,15.43
2024-11-29,76.12,0.0,15.4
2024-11-30,76.0,0.0,16.08
2024-12-01,75.88,0.02,16.33
2024-12-02,75.71,0.0,16.42
2024-12-03,75.59,0.03,14.21
2024-12-04,75.42,0.01,13.56
2024-12-05,75.22,0.01,14.84
2024-12-06,75.07,0.0,17.02
2024-12-07,74.97,0.0,17.98
2024-12-08,74.92,0.0,14.05
2024-12-09,74.93,0.0,13.08
2024-12-10,75.04,0.0,13.79
2024-12-11,75.16,0.0,13.76
2024-12-12,75.27,0.18,12.11
2024-12-13,75.55,0.01,11.71
2024-12-14,75.82,0.0,12.63
2024-12-15,76.06,0.07,12.75
2024-12-16,76.29,0.0,13.78
2024-12-17,76.52,0.0,15.71
2024-12-18,76.72,0.0,17.95
2024-12-19,76.91,0.02,17.29
2024-12-20,77.07,0.0,16.41
2024-12-21,77.2,0.0,14.42
2024-12-22,77.24,0.07,13.71
2024-12-23,77.24,0.09,15.84
2024-12-24,77.2,0.26,13.39
2024-12-25,77.14,0.08,12.01
2024-12-26,77.05,0.0,12.78
2024-12-27,76.96,0.02,12.11
2024-12-28,76.87,0.01,14.2
2024-12-29,76.76,0.0,12.78
2024-12-30,76.58,0.02,12.62
2024-12-31,76.46,0.0,11.96
2025-01-01,76.34,0.0,13.38
2025-01-02,76.08,0.0,15.54
2025-01-03,75.77,0.0,12.96
2025-01-04,75.53,0.02,11.36
2025-01-05,75.35,0.0,15.09
2025-01-06,75.14,0.02,14.73
2025-01-07,75.0,0.06,13.49
2025-01-08,74.92,0.0,12.82
2025-01-09,74.79,0.0,13.81
2025-01-10,74.7,0.0,12.67
2025-01-11,74.49,0.0,12.53
2025-01-12,74.41,0.0,11.68
2025-01-13,74.36,0.0,10.3
2025-01-14,74.28,0.0,10.17
2025-01-15,74.18,0.0,11.3
2025-01-16,74.09,0.0,10.78
2025-01-17,74.01,0.0,9.7
2025-01-18,73.95,0.0,10.91
2025-01-19,73.83,0.0,9.78
2025-01-20,73.79,0.0,11.27
2025-01-21,73.73,0.0,10.71
2025-01-22,73.64,0.0,14.12
2025-01-23,73.56,0.0,13.64
2025-01-24,73.42,0.0,12.33
2025-01-25,73.32,0.74,11.5
2025-01-26,73.31,8.12,10.29
2025-01-27,73.24,4.47,9.16
2025-01-28,73.17,0.49,9.17
2025-01-29,73.12,0.35,10.02
2025-01-30,73.11,0.04,9.31
2025-01-31,73.06,0.0,11.2
2025-02-01,72.99,0.0,13.5
2025-02-02,72.91,0.01,16.64
2025-02-03,72.85,0.0,17.05
2025-02-04,72.85,0.02,11.29
2025-02-05,72.83,0.12,13.16
2025-02-06,72.78,0.64,12.84
2025-02-07,72.77,2.58,12.99
2025-02-08,72.72,0.03,12.26
2025-02-09,72.65,0.01,14.0
2025-02-10,72.62,0.02,9.83
2025-02-11,72.53,0.13,9.29
2025-02-12,72.45,4.76,10.23
2025-02-13,72.38,17.33,12.33
2025-02-14,72.32,4.75,12.21
2025-02-15,72.26,0.08,13.26
2025-02-16,72.13,0.03,15.18
2025-02-17,72.09,0.2,12.96
2025-02-18,72.07,0.26,12.98
2025-02-19,72.0,0.01,15.04
2025-02-20,71.95,0.0,14.51
2025-02-21,71.93,0.0,15.3
2025-02-22,71.94,0.0,16.41
2025-02-23,71.9,0.0,16.88
2025-02-24,71.83,0.0,17.25
2025-02-25,71.74,0.0,17.66
2025-02-26,71.7,0.0,18.23
2025-02-27,71.68,0.0,17.12
2025-02-28,71.64,0.02,14.06
2025-03-01,71.64,0.09,11.65
2025-03-02,71.65,1.94,11.17
2025-03-03,71.65,3.14,10.25
2025-03-04,71.56,0.61,12.31
2025-03-05,71.41,7.67,11.64
2025-03-06,71.34,12.83,9.92
2025-03-07,71.34,2.55,9.35
2025-03-08,71.39,0.06,12.16
2025-03-09,71.33,0.0,14.12
2025-03-10,71.22,0.0,13.89
2025-03-11,71.14,10.25,12.28
2025-03-12,71.17,3.38,12.34
2025-03-13,71.08,21.75,10.11
2025-03-14,71.12,7.21,10.04
2025-03-15,71.15,0.3,11.18
2025-03-16,71.2,0.0,12.93
2025-03-17,71.22,0.04,12.4
2025-03-18,71.28,0.0,11.88
2025-03-19,71.33,0.0,14.99
2025-03-20,71.31,0.0,14.75
2025-03-21,71.3,0.0,15.26
2025-03-22,71.3,0.0,14.11
2025-03-23,71.31,0.02,15.03
2025-03-24,71.33,0.0,19.58
2025-03-25,71.31,0.02,17.25
2025-03-26,71.33,0.17,12.62
2025-03-27,71.31,0.43,13.82
2025-03-28,71.26,0.17,12.83
2025-03-29,71.25,0.05,11.85
2025-03-30,71.27,0.11,13.08
2025-03-31,71.2,3.98,13.69
2025-04-01,71.13,0.7,11.68
2025-04-02,71.06,2.62,10.75
2025-04-03,70.85,2.41,10.54
2025-04-04,70.68,0.12,12.59
2025-04-05,70.54,0.01,15.23
2025-04-06,70.41,0.0,17.28
2025-04-07,70.29,0.0,16.78
2025-04-08,70.21,0.0,17.43
2025-04-09,70.21,0.0,18.52
2025-04-10,70.21,0.0,19.28
2025-04-11,70.2,0.0,19.51
2025-04-12,70.26,0.01,15.61
2025-04-13,70.33,0.01,14.27
2025-04-14,70.45,0.01,13.8
2025-04-15,70.62,0.0,12.85
2025-04-16,70.8,0.19,13.1
2025-04-17,71.03,0.5,13.22
2025-04-18,71.3,0.39,12.59
2025-04-19,71.63,0.01,15.44
2025-04-20,71.95,0.0,16.8
2025-04-21,72.23,0.0,14.98
2025-04-22,72.49,0.0,13.24
2025-04-23,72.73,0.01,13.04
2025-04-24,72.98,0.0,12.92
2025-04-25,73.19,0.1,12.48
2025-04-26,73.37,1.13,12.08
2025-04-27,73.54,0.56,12.39
2025-04-28,73.68,0.28,13.77
2025-04-29,73.75,0.15,15.76
2025-04-30,73.78,0.12,14.53
2025-05-01,73.79,0.08,13.83
2025-05-02,73.82,0.06,15.1
2025-05-03,73.84,0.94,13.69
2025-05-04,73.82,1.97,11.26
2025-05-05,73.87,0.36,12.61
2025-05-06,74.02,0.07,13.47
2025-05-07,74.2,0.03,16.83
2025-05-08,74.4,0.01,19.45
2025-05-09,74.59,0.0,23.07
2025-05-10,74.78,0.0,24.85
2025-05-11,75.0,0.03,22.17
2025-05-12,75.28,0.33,15.13
2025-05-13,75.56,0.53,13.4
2025-05-14,75.83,0.07,15.04
2025-05-15,76.1,0.1,15.76
2025-05-16,76.38,0.03,15.02
2025-05-17,76.67,0.49,13.5
2025-05-18,76.96,0.46,14.74
2025-05-19,77.25,0.04,18.88
2025-05-20,77.52,0.0,21.83
2025-05-21,77.79,0.0,21.41
2025-05-22,78.09,0.0,19.48
2025-05-23,78.36,0.0,16.4
2025-05-24,78.64,0.0,15.2
2025-05-25,78.92,0.02,15.11
2025-05-26,79.18,0.06,16.17
2025-05-27,79.4,0.04,16.36
2025-05-28,79.63,0.03,16.04
2025-05-29,79.85,0.04,17.82
2025-05-30,80.03,0.04,23.34
2025-05-31,80.26,0.63,22.02
2025-06-01,80.43,0.87,19.3
2025-06-02,80.6,0.06,19.28
2025-06-03,80.72,0.88,18.47
2025-06-04,80.76,0.06,18.13
2025-06-05,80.81,0.01,17.42
2025-06-06,80.84,0.02,18.22
2025-06-07,80.87,0.01,17.79
2025-06-08,80.86,0.01,17.7
2025-06-09,80.89,0.0,17.64
2025-06-10,80.93,0.01,19.94
2025-06-11,80.97,0.0,19.75
2025-06-12,81.01,0.0,16.68
2025-06-13,81.06,0.0,18.1
2025-06-14,81.13,0.0,19.75
2025-06-15,81.23,0.01,22.72
2025-06-16,81.35,0.0,22.5
2025-06-17,81.46,0.0,22.5
2025-06-18,81.58,0.0,21.89
2025-06-19,81.74,0.0,19.09
2025-06-20,81.9,0.02,17.0
2025-06-21,82.05,0.02,15.44
2025-06-22,82.17,0.02,18.32
2025-06-23,82.25,0.02,16.54
2025-06-24,82.31,0.02,16.84
2025-06-25,82.32,0.05,18.74
2025-06-26,82.32,0.04,20.08
2025-06-27,82.33,0.02,20.93
2025-06-28,82.33,0.0,23.48
2025-06-29,82.3,0.0,23.83
2025-06-30,82.29,0.04,22.24
2025-07-01,82.29,0.11,20.47
2025-07-02,82.3,0.16,18.49
2025-07-03,82.35,0.29,18.92
2025-07-04,82.44,0.08,20.51
2025-07-05,82.56,0.02,21.56
2025-07-06,82.63,0.06,20.5
2025-07-07,82.73,0.1,20.5
2025-07-08,82.86,0.01,22.94
2025-07-09,82.98,0.01,24.52
2025-07-10,83.07,0.0,24.12
2025-07-11,83.15,0.02,20.25
2025-07-12,83.24,0.02,19.41
2025-07-13,83.35,0.01,20.91
2025-07-14,83.46,0.03,20.85
2025-07-15,83.58,0.04,19.6
2025-07-16,83.71,0.06,20.41
2025-07-17,83.85,0.04,21.32
2025-07-18,83.99,0.14,21.39
2025-07-19,84.13,0.06,20.15
2025-07-20,84.19,0.05,19.54
2025-07-21,84.22,0.03,17.89
2025-07-22,84.26,0.03,18.42
2025-07-23,84.33,0.01,20.22
2025-07-24,84.39,0.0,20.34
2025-07-25,84.45,0.03,18.37
2025-07-26,84.5,0.02,18.31
2025-07-27,84.56,0.03,18.4
2025-07-28,84.67,0.08,18.53
2025-07-29,84.77,0.03,19.75
2025-07-30,84.86,0.0,21.7
2025-07-31,84.95,0.0,21.85
2025-08-01,85.05,0.02,21.1
2025-08-02,85.12,0.01,21.24
2025-08-03,85.15,0.01,22.26
2025-08-04,85.17,0.03,20.69
2025-08-05,85.2,0.04,22.41
2025-08-06,85.17,0.01,24.51
2025-08-07,85.06,0.03,27.0
2025-08-08,84.98,0.06,25.36
2025-08-09,84.88,0.08,24.13
2025-08-10,84.82,0.16,23.65
2025-08-11,84.72,0.02,22.8
2025-08-12,84.63,0.03,22.04
2025-08-13,84.54,0.04,19.78
2025-08-14,84.45,0.02,19.98
2025-08-15,84.38,0.02,17.96
2025-08-16,84.28,0.02,18.69
2025-08-17,84.15,0.0,19.63
2025-08-18,84.05,0.02,21.38
2025-08-19,83.95,0.01,22.76
2025-08-20,83.82,0.05,24.91
2025-08-21,83.7,0.29,26.76
2025-08-22,83.63,0.06,26.15
2025-08-23,83.55,0.2,26.35
2025-08-24,83.47,1.12,25.47
2025-08-25,83.41,2.52,25.22
2025-08-26,83.36,0.19,23.73
2025-08-27,83.3,0.26,24.7
2025-08-28,83.21,6.39,24.67
2025-08-29,83.14,0.03,25.17
2025-08-30,83.02,0.0,25.38
2025-08-31,82.94,0.01,26.36
2025-09-01,82.86,0.14,26.07
2025-09-02,82.78,1.15,25.8
2025-09-03,82.71,0.07,26.59
2025-09-04,82.61,1.03,25.34
2025-09-05,82.55,0.02,24.53
2025-09-06,82.54,0.0,25.28
2025-09-07,82.5,0.14,24.93
2025-09-08,82.39,0.0,23.56
2025-09-09,82.25,0.01,19.75
2025-09-10,82.13,0.02,18.77
2025-09-11,81.94,0.02,19.35
2025-09-12,81.72,0.06,18.86
2025-09-13,81.46,0.13,19.87
2025-09-14,81.21,0.07,20.92
2025-09-15,80.96,0.0,23.37
2025-09-16,80.7,0.01,25.44
2025-09-17,80.45,25.34,23.79
2025-09-18,80.19,11.48,22.69
2025-09-19,79.97,1.13,21.73
2025-09-20,79.73,0.15,21.99
2025-09-21,79.46,46.56,21.43
2025-09-22,79.22,3.64,22.04
2025-09-23,79.02,0.01,23.4
2025-09-24,78.83,0.0,21.47
2025-09-25,78.57,0.05,19.51
2025-09-26,78.31,0.31,18.2
2025-09-27,78.09,0.94,19.02
2025-09-28,77.9,0.1,19.69
2025-09-29,77.66,0.01,19.3
2025-09-30,77.48,0.01,17.8
2025-10-01,77.28,0.0,18.92
2025-10-02,77.08,0.0,18.25
2025-10-03,76.88,0.0,17.79
2025-10-04,76.61,0.0,18.0
2025-10-05,76.39,0.0,18.24
2025-10-06,76.18,0.0,18.61
2025-10-07,75.95,0.07,19.2
2025-10-08,75.67,0.29,18.32
2025-10-09,75.35,0.42,20.62
2025-10-10,75.05,0.31,23.38
2025-10-11,74.81,0.11,19.9
2025-10-12,74.6,0.34,17.35
2025-10-13,74.44,0.72,15.43
2025-10-14,74.33,9.88,15.93
2025-10-15,74.22,0.61,14.92
2025-10-16,74.07,0.01,17.05
2025-10-17,73.99,0.05,19.33
2025-10-18,73.95,0.0,20.79
2025-10-19,73.91,0.0,19.47
2025-10-20,73.87,0.0,20.79
2025-10-21,73.82,0.02,19.63
2025-10-22,73.8,0.04,16.79
2025-10-23,73.77,0.01,17.3
2025-10-24,73.74,0.01,18.84
2025-10-25,73.74,0.02,17.39
2025-10-26,73.72,0.01,15.72
2025-10-27,73.67,0.01,16.89
2025-10-28,73.64,0.03,21.72
2025-10-29,73.58,0.0,23.01
2025-10-30,73.55,0.0,21.86
2025-10-31,73.52,0.0,18.06
2025-11-01,73.5,0.01,19.46
2025-11-02,73.47,0.0,19.3
2025-11-03,73.44,0.01,17.48
2025-11-04,73.41,0.01,16.73
2025-11-05,73.41,0.02,14.5
2025-11-06,73.3,0.02,15.84
2025-11-07,73.14,0.01,18.58
2025-11-08,73.01,0.0,19.83
2025-11-09,72.89,0.0,20.87
2025-11-10,72.73,0.0,22.05
2025-11-11,72.52,0.0,21.56
2025-11-12,72.2,0.0,19.5
2025-11-13,71.82,0.13,19.01
2025-11-14,71.5,3.12,17.32
2025-11-15,71.23,25.9,15.56
2025-11-16,71.0,2.91,14.13
2025-11-17,70.77,8.06,14.68
2025-11-18,70.62,5.36,12.06
2025-11-19,70.53,0.24,12.3
2025-11-20,70.36,6.72,12.82
2025-11-21,70.25,3.12,12.98
2025-11-22,70.16,2.88,12.31
2025-11-23,70.16,0.05,14.75
2025-11-24,70.12,0.01,14.91
2025-11-25,70.03,0.0,16.43
2025-11-26,69.97,0.0,16.99
2025-11-27,69.93,0.01,17.21
2025-11-28,69.88,0.0,15.22
2025-11-29,69.85,0.0,13.3
2025-11-30,69.81,0.01,12.52
2025-12-01,69.78,0.0,13.03
2025-12-02,69.74,0.04,12.94
2025-12-03,69.69,0.05,13.69
2025-12-04,69.7,0.0,13.52
2025-12-05,69.66,0.0,13.43
2025-12-06,69.59,0.0,14.96
2025-12-07,69.57,0.0,15.73
2025-12-08,69.51,0.0,16.86
2025-12-09,69.44,0.0,17.42
2025-12-10,69.4,0.0,18.47
2025-12-11,69.39,0.0,19.08
2025-12-12,69.37,0.0,18.52
2025-12-13,69.37,0.0,17.02
2025-12-14,69.36,0.0,16.34
2025-12-15,69.37,0.0,16.3
2025-12-16,69.32,0.0,17.88
2025-12-17,69.3,0.0,15.8
2025-12-18,69.23,0.0,18.92
2025-12-19,69.24,0.0,16.66
2025-12-20,69.25,0.01,12.45
2025-12-21,69.24,0.0,15.02
2025-12-22,69.19,0.03,16.11
2025-12-23,69.18,3.29,13.67
2025-12-24,69.12,11.38,16.4
2025-12-25,69.17,0.92,14.51
2025-12-26,69.12,3.54,13.37
2025-12-27,69.11,0.52,11.83
2025-12-28,69.12,0.0,11.8
2025-12-29,69.09,0.0,13.3
2025-12-30,69.04,0.16,16.74
2025-12-31,69.0,14.94,15.31
